building,street,unit,type,pdf_x0,pdf_y0,pdf_x1,pdf_y1,px_x0,px_y0,px_x1,px_y1
3644,DU,4,1BR,580.08,631.24,600.8,638.64,2572.8,2274.5,2668.1,2308.5
3644,DU,5,1BR,600.8,638.64,621.52,646.04,2668.1,2308.5,2763.4,2342.6
3644,DU,6,1BR,600.8,646.04,621.52,653.44,2668.1,2342.6,2763.4,2376.6
3644,DU,7,1BR,580.08,638.64,600.8,646.04,2572.8,2308.5,2668.1,2342.6
3644,DU,8,1BR,580.08,646.04,600.8,653.44,2572.8,2342.6,2668.1,2376.6
3662,DU,1,1BR,476.48,623.84,497.2,631.24,2096.2,2240.5,2191.5,2274.5
3662,DU,2,1BR,476.48,631.24,497.2,638.64,2096.2,2274.5,2191.5,2308.5
3662,DU,3,1BR,455.76,623.84,476.48,631.24,2000.9,2240.5,2096.2,2274.5
3662,DU,4,1BR,455.76,631.24,476.48,638.64,2000.9,2274.5,2096.2,2308.5
3670,DU,1,1BR,435.04,623.84,455.76,631.24,1905.6,2240.5,2000.9,2274.5
3670,DU,2,1BR,435.04,631.24,455.76,638.64,1905.6,2274.5,2000.9,2308.5
3670,DU,3,1BR,414.32,623.84,435.04,631.24,1810.3,2240.5,1905.6,2274.5
3670,DU,4,1BR,414.32,631.24,435.04,638.64,1810.3,2274.5,1905.6,2308.5
3714,DU,1,1BR,201.94,623.84,222.66,631.24,833.3,2240.5,928.6,2274.5
3714,DU,2,1BR,201.94,631.24,222.66,638.64,833.3,2274.5,928.6,2308.5
3714,DU,3,1BR,181.22,623.84,201.94,631.24,738,2240.5,833.3,2274.5
3714,DU,4,1BR,181.22,631.24,201.94,638.64,738,2274.5,833.3,2308.5
3722,DU,1,1BR,160.5,623.84,181.22,631.24,642.7,2240.5,738,2274.5
3722,DU,2,1BR,160.5,631.24,181.22,638.64,642.7,2274.5,738,2308.5
3722,DU,3,1BR,139.78,623.84,160.5,631.24,547.4,2240.5,642.7,2274.5
3722,DU,4,1BR,139.78,631.24,160.5,638.64,547.4,2274.5,642.7,2308.5
3726,DU,1,1BR,119.06,623.84,139.78,631.24,452.1,2240.5,547.4,2274.5
3726,DU,2,1BR,119.06,631.24,139.78,638.64,452.1,2274.5,547.4,2308.5
3726,DU,3,1BR,98.34,623.84,119.06,631.24,356.8,2240.5,452.1,2274.5
3726,DU,4,1BR,98.34,631.24,119.06,638.64,356.8,2274.5,452.1,2308.5
3734,DU,1,1BR,77.62,623.84,98.34,631.24,261.5,2240.5,356.8,2274.5
3734,DU,2,1BR,77.62,631.24,98.34,638.64,261.5,2274.5,356.8,2308.5
3734,DU,3,1BR,56.9,623.84,77.62,631.24,166.1,2240.5,261.5,2274.5
3734,DU,4,1BR,56.9,631.24,77.62,638.64,166.1,2274.5,261.5,2308.5
3566,DV,1,2BR,973.58,183.54,994.3,190.94,4382.9,215.1,4478.2,249.1
3566,DV,2,2BR,994.3,176.14,1015.02,183.54,4478.2,181,4573.5,215.1
3566,DV,3,2BR,994.3,183.54,1015.02,190.94,4478.2,215.1,4573.5,249.1
3566,DV,4,2BR,973.58,176.14,994.3,183.54,4382.9,181,4478.2,215.1
3600,DV,1,2BR,776.74,183.54,797.46,190.94,3477.4,215.1,3572.7,249.1
3600,DV,2,2BR,776.74,176.14,797.46,183.54,3477.4,181,3572.7,215.1
3600,DV,3,2BR,797.46,183.54,818.18,190.94,3572.7,215.1,3668,249.1
3600,DV,4,2BR,797.46,176.14,818.18,183.54,3572.7,181,3668,215.1
3606,DV,1,2BR,735.3,183.54,756.02,190.94,3286.8,215.1,3382.1,249.1
3606,DV,2,2BR,735.3,176.14,756.02,183.54,3286.8,181,3382.1,215.1
3606,DV,3,2BR,756.02,183.54,776.74,190.94,3382.1,215.1,3477.4,249.1
3606,DV,4,2BR,756.02,176.14,776.74,183.54,3382.1,181,3477.4,215.1
3661,EG,1,1BR,476.3,646.04,497.02,653.44,2095.4,2342.6,2190.7,2376.6
3661,EG,2,1BR,476.3,638.64,497.02,646.04,2095.4,2308.5,2190.7,2342.6
3661,EG,3,1BR,455.58,646.04,476.3,653.44,2000.1,2342.6,2095.4,2376.6
3661,EG,4,1BR,455.58,638.64,476.3,646.04,2000.1,2308.5,2095.4,2342.6
3669,EG,1,1BR,434.86,646.04,455.58,653.44,1904.8,2342.6,2000.1,2376.6
3669,EG,2,1BR,434.86,638.64,455.58,646.04,1904.8,2308.5,2000.1,2342.6
3669,EG,3,1BR,414.14,646.04,434.86,653.44,1809.4,2342.6,1904.8,2376.6
3669,EG,4,1BR,414.14,638.64,434.86,646.04,1809.4,2308.5,1904.8,2342.6
3682,EG,1,1BR,351.98,668.24,372.7,675.64,1523.5,2444.7,1618.8,2478.7
3682,EG,2,1BR,351.98,675.64,372.7,683.04,1523.5,2478.7,1618.8,2512.8
3682,EG,3,1BR,372.7,668.24,393.42,675.64,1618.8,2444.7,1714.1,2478.7
3682,EG,4,1BR,372.7,675.64,393.42,683.04,1618.8,2478.7,1714.1,2512.8
3682,EG,5,1BR,351.98,683.04,372.7,690.44,1523.5,2512.8,1618.8,2546.8
3682,EG,6,1BR,351.98,690.44,372.7,697.84,1523.5,2546.8,1618.8,2580.9
3682,EG,7,1BR,372.7,683.04,393.42,690.44,1618.8,2512.8,1714.1,2546.8
3682,EG,8,1BR,372.7,690.44,393.42,697.84,1618.8,2546.8,1714.1,2580.9
3692,EG,1,1BR,310.54,668.24,331.26,675.64,1332.9,2444.7,1428.2,2478.7
3692,EG,2,1BR,310.54,675.64,331.26,683.04,1332.9,2478.7,1428.2,2512.8
3692,EG,3,1BR,331.26,668.24,351.98,675.64,1428.2,2444.7,1523.5,2478.7
3692,EG,4,1BR,331.26,675.64,351.98,683.04,1428.2,2478.7,1523.5,2512.8
3692,EG,5,1BR,310.54,683.04,331.26,690.44,1332.9,2512.8,1428.2,2546.8
3692,EG,6,1BR,310.54,690.44,331.26,697.84,1332.9,2546.8,1428.2,2580.9
3692,EG,7,1BR,331.26,683.04,351.98,690.44,1428.2,2512.8,1523.5,2546.8
3692,EG,8,1BR,331.26,690.44,351.98,697.84,1428.2,2546.8,1523.5,2580.9
3698,EG,1,1BR,269.1,668.24,289.82,675.64,1142.3,2444.7,1237.6,2478.7
3698,EG,2,1BR,269.1,675.64,289.82,683.04,1142.3,2478.7,1237.6,2512.8
3698,EG,3,1BR,289.82,668.24,310.54,675.64,1237.6,2444.7,1332.9,2478.7
3698,EG,4,1BR,289.82,675.64,310.54,683.04,1237.6,2478.7,1332.9,2512.8
3698,EG,5,1BR,269.1,683.04,289.82,690.44,1142.3,2512.8,1237.6,2546.8
3698,EG,6,1BR,269.1,690.44,289.82,697.84,1142.3,2546.8,1237.6,2580.9
3698,EG,7,1BR,289.82,683.04,310.54,690.44,1237.6,2512.8,1332.9,2546.8
3698,EG,8,1BR,289.82,690.44,310.54,697.84,1237.6,2546.8,1332.9,2580.9
3704,EG,1,1BR,227.66,668.24,248.38,675.64,951.6,2444.7,1046.9,2478.7
3704,EG,2,1BR,227.66,675.64,248.38,683.04,951.6,2478.7,1046.9,2512.8
3704,EG,3,1BR,248.38,668.24,269.1,675.64,1046.9,2444.7,1142.3,2478.7
3704,EG,4,1BR,248.38,675.64,269.1,683.04,1046.9,2478.7,1142.3,2512.8
3704,EG,5,1BR,227.66,683.04,248.38,690.44,951.6,2512.8,1046.9,2546.8
3704,EG,6,1BR,227.66,690.44,248.38,697.84,951.6,2546.8,1046.9,2580.9
3704,EG,7,1BR,248.38,683.04,269.1,690.44,1046.9,2512.8,1142.3,2546.8
3704,EG,8,1BR,248.38,690.44,269.1,697.84,1046.9,2546.8,1142.3,2580.9
3712,EG,1,1BR,186.22,668.24,206.94,675.64,761,2444.7,856.3,2478.7
3712,EG,2,1BR,186.22,675.64,206.94,683.04,761,2478.7,856.3,2512.8
3712,EG,3,1BR,206.94,668.24,227.66,675.64,856.3,2444.7,951.6,2478.7
3712,EG,4,1BR,206.94,675.64,227.66,683.04,856.3,2478.7,951.6,2512.8
3712,EG,5,1BR,186.22,683.04,206.94,690.44,761,2512.8,856.3,2546.8
3712,EG,6,1BR,186.22,690.44,206.94,697.84,761,2546.8,856.3,2580.9
3712,EG,7,1BR,206.94,683.04,227.66,690.44,856.3,2512.8,951.6,2546.8
3712,EG,8,1BR,206.94,690.44,227.66,697.84,856.3,2546.8,951.6,2580.9
3713,EG,1,1BR,201.76,646.04,222.48,653.44,832.5,2342.6,927.8,2376.6
3713,EG,2,1BR,201.76,638.64,222.48,646.04,832.5,2308.5,927.8,2342.6
3713,EG,3,1BR,181.04,646.04,201.76,653.44,737.2,2342.6,832.5,2376.6
3713,EG,4,1BR,181.04,638.64,201.76,646.04,737.2,2308.5,832.5,2342.6
3721,EG,1,1BR,160.32,646.04,181.04,653.44,641.9,2342.6,737.2,2376.6
3721,EG,2,1BR,160.32,638.64,181.04,646.04,641.9,2308.5,737.2,2342.6
3721,EG,3,1BR,139.6,646.04,160.32,653.44,546.6,2342.6,641.9,2376.6
3721,EG,4,1BR,139.6,638.64,160.32,646.04,546.6,2308.5,641.9,2342.6
3725,EG,1,1BR,118.88,646.04,139.6,653.44,451.2,2342.6,546.6,2376.6
3725,EG,2,1BR,118.88,638.64,139.6,646.04,451.2,2308.5,546.6,2342.6
3725,EG,3,1BR,98.16,646.04,118.88,653.44,355.9,2342.6,451.2,2376.6
3725,EG,4,1BR,98.16,638.64,118.88,646.04,355.9,2308.5,451.2,2342.6
3733,EG,1,1BR,77.44,646.04,98.16,653.44,260.6,2342.6,355.9,2376.6
3733,EG,2,1BR,77.44,638.64,98.16,646.04,260.6,2308.5,355.9,2342.6
3733,EG,3,1BR,56.72,646.04,77.44,653.44,165.3,2342.6,260.6,2376.6
3733,EG,4,1BR,56.72,638.64,77.44,646.04,165.3,2308.5,260.6,2342.6
3582,KG,1,3-4BR,921.78,357.44,942.5,364.84,4144.6,1015,4239.9,1049.1
3582,KG,2,3-4BR,921.78,364.84,942.5,372.24,4144.6,1049.1,4239.9,1083.1
3582,KG,3,3-4BR,901.06,357.44,921.78,364.84,4049.3,1015,4144.6,1049.1
3582,KG,4,3-4BR,901.06,364.84,921.78,372.24,4049.3,1049.1,4144.6,1083.1
3588,KG,1,3-4BR,880.34,357.44,901.06,364.84,3954,1015,4049.3,1049.1
3588,KG,2,3-4BR,880.34,364.84,901.06,372.24,3954,1049.1,4049.3,1083.1
3588,KG,3,3-4BR,859.62,357.44,880.34,364.84,3858.7,1015,3954,1049.1
3588,KG,4,3-4BR,859.62,364.84,880.34,372.24,3858.7,1049.1,3954,1083.1
3594,KG,1,3-4BR,838.9,357.44,859.62,364.84,3763.3,1015,3858.7,1049.1
3594,KG,2,3-4BR,838.9,364.84,859.62,372.24,3763.3,1049.1,3858.7,1083.1
3594,KG,3,3-4BR,818.18,357.44,838.9,364.84,3668,1015,3763.3,1049.1
3594,KG,4,3-4BR,818.18,364.84,838.9,372.24,3668,1049.1,3763.3,1083.1
3608,KG,1,3-4BR,797.46,357.44,818.18,364.84,3572.7,1015,3668,1049.1
3608,KG,2,3-4BR,797.46,364.84,818.18,372.24,3572.7,1049.1,3668,1083.1
3608,KG,3,3-4BR,776.74,357.44,797.46,364.84,3477.4,1015,3572.7,1049.1
3608,KG,4,3-4BR,776.74,364.84,797.46,372.24,3477.4,1049.1,3572.7,1083.1
3613,KG,1,3-4BR,688.68,342.64,709.4,350.04,3072.3,946.9,3167.6,981
3613,KG,2,3-4BR,688.68,350.04,709.4,357.44,3072.3,981,3167.6,1015
3613,KG,3,3-4BR,688.68,357.44,709.4,364.84,3072.3,1015,3167.6,1049.1
3613,KG,4,3-4BR,688.68,364.84,709.4,372.24,3072.3,1049.1,3167.6,1083.1
3613,KG,5,3-4BR,688.68,372.24,709.4,379.64,3072.3,1083.1,3167.6,1117.1
3613,KG,6,3-4BR,688.68,379.64,709.4,387.04,3072.3,1117.1,3167.6,1151.2
3613,KG,7,3-4BR,688.68,387.04,709.4,394.44,3072.3,1151.2,3167.6,1185.2
3613,KG,8,3-4BR,688.68,394.44,709.4,401.84,3072.3,1185.2,3167.6,1219.3
3613,KG,9,3-4BR,688.68,401.84,709.4,409.24,3072.3,1219.3,3167.6,1253.3
3613,KG,10,3-4BR,688.86,409.24,709.58,416.64,3073.2,1253.3,3168.5,1287.3
3613,KG,11,3-4BR,668.14,342.64,688.86,350.04,2977.8,946.9,3073.2,981
3613,KG,12,3-4BR,668.14,350.04,688.86,357.44,2977.8,981,3073.2,1015
3613,KG,13,3-4BR,668.14,357.44,688.86,364.84,2977.8,1015,3073.2,1049.1
3613,KG,14,3-4BR,668.14,364.84,688.86,372.24,2977.8,1049.1,3073.2,1083.1
3613,KG,15,3-4BR,668.14,372.24,688.86,379.64,2977.8,1083.1,3073.2,1117.1
3613,KG,16,3-4BR,668.14,379.64,688.86,387.04,2977.8,1117.1,3073.2,1151.2
3613,KG,17,3-4BR,668.14,387.04,688.86,394.44,2977.8,1151.2,3073.2,1185.2
3613,KG,18,3-4BR,668.14,394.44,688.86,401.84,2977.8,1185.2,3073.2,1219.3
3613,KG,19,3-4BR,668.14,401.84,688.86,409.24,2977.8,1219.3,3073.2,1253.3
3613,KG,20,3-4BR,668.14,409.24,688.86,416.64,2977.8,1253.3,3073.2,1287.3
3616,KG,1,3-4BR,730.12,361.14,750.84,368.54,3263,1032,3358.3,1066.1
3616,KG,2,3-4BR,750.84,361.14,771.56,368.54,3358.3,1032,3453.6,1066.1
3616,KG,3,3-4BR,730.12,368.54,750.84,375.94,3263,1066.1,3358.3,1100.1
3616,KG,4,3-4BR,750.84,368.54,771.56,375.94,3358.3,1066.1,3453.6,1100.1
3624,KG,1,3-4BR,730.12,375.94,750.84,383.34,3263,1100.1,3358.3,1134.2
3624,KG,2,3-4BR,750.84,375.94,771.56,383.34,3358.3,1100.1,3453.6,1134.2
3624,KG,3,3-4BR,730.12,383.34,750.84,390.74,3263,1134.2,3358.3,1168.2
3624,KG,4,3-4BR,750.84,383.34,771.56,390.74,3358.3,1134.2,3453.6,1168.2
3639,KG,1,3-4BR,688.68,461.04,709.4,468.44,3072.3,1491.6,3167.6,1525.6
3639,KG,2,3-4BR,667.96,461.04,688.68,468.44,2977,1491.6,3072.3,1525.6
3639,KG,3,3-4BR,688.68,468.44,709.4,475.84,3072.3,1525.6,3167.6,1559.7
3639,KG,4,3-4BR,667.96,468.44,688.68,475.84,2977,1525.6,3072.3,1559.7
3642,KG,1,3-4BR,730.12,457.34,750.84,464.74,3263,1474.6,3358.3,1508.6
3642,KG,2,3-4BR,750.84,457.34,771.56,464.74,3358.3,1474.6,3453.6,1508.6
3642,KG,3,3-4BR,730.12,464.74,750.84,472.14,3263,1508.6,3358.3,1542.6
3642,KG,4,3-4BR,750.84,464.74,771.56,472.14,3358.3,1508.6,3453.6,1542.6
3645,KG,1,3-4BR,688.68,475.84,709.4,483.24,3072.3,1559.7,3167.6,1593.7
3645,KG,2,3-4BR,667.96,475.84,688.68,483.24,2977,1559.7,3072.3,1593.7
3645,KG,3,3-4BR,688.68,483.24,709.4,490.64,3072.3,1593.7,3167.6,1627.7
3645,KG,4,3-4BR,667.96,483.24,688.68,490.64,2977,1593.7,3072.3,1627.7
3648,KG,1,3-4BR,730.12,472.14,750.84,479.54,3263,1542.6,3358.3,1576.7
3648,KG,2,3-4BR,750.84,472.14,771.56,479.54,3358.3,1542.6,3453.6,1576.7
3648,KG,3,3-4BR,730.12,479.54,750.84,486.94,3263,1576.7,3358.3,1610.7
3648,KG,4,3-4BR,750.84,479.54,771.56,486.94,3358.3,1576.7,3453.6,1610.7
3651,KG,1,3-4BR,688.68,490.64,709.4,498.04,3072.3,1627.7,3167.6,1661.8
3651,KG,2,3-4BR,667.96,490.64,688.68,498.04,2977,1627.7,3072.3,1661.8
3651,KG,3,3-4BR,688.68,498.04,709.4,505.44,3072.3,1661.8,3167.6,1695.8
3651,KG,4,3-4BR,667.96,498.04,688.68,505.44,2977,1661.8,3072.3,1695.8
3654,KG,1,3-4BR,730.12,501.74,750.84,509.14,3263,1678.8,3358.3,1712.8
3654,KG,2,3-4BR,750.84,501.74,771.56,509.14,3358.3,1678.8,3453.6,1712.8
3654,KG,3,3-4BR,730.12,509.14,750.84,516.54,3263,1712.8,3358.3,1746.9
3654,KG,4,3-4BR,750.84,509.14,771.56,516.54,3358.3,1712.8,3453.6,1746.9
3657,KG,1,3-4BR,688.68,505.44,709.4,512.84,3072.3,1695.8,3167.6,1729.9
3657,KG,2,3-4BR,667.96,505.44,688.68,512.84,2977,1695.8,3072.3,1729.9
3657,KG,3,3-4BR,688.68,512.84,709.4,520.24,3072.3,1729.9,3167.6,1763.9
3657,KG,4,3-4BR,667.96,512.84,688.68,520.24,2977,1729.9,3072.3,1763.9
3660,KG,1,3-4BR,730.12,516.54,750.84,523.94,3263,1746.9,3358.3,1780.9
3660,KG,2,3-4BR,750.84,516.54,771.56,523.94,3358.3,1746.9,3453.6,1780.9
3660,KG,3,3-4BR,730.12,523.94,750.84,531.34,3263,1780.9,3358.3,1815
3660,KG,4,3-4BR,750.84,523.94,771.56,531.34,3358.3,1780.9,3453.6,1815
3663,KG,1,3-4BR,621.34,520.24,642.06,527.64,2762.6,1763.9,2857.9,1797.9
3663,KG,2,3-4BR,621.34,512.84,642.06,520.24,2762.6,1729.9,2857.9,1763.9
3663,KG,3,3-4BR,642.06,520.24,662.78,527.64,2857.9,1763.9,2953.2,1797.9
3663,KG,4,3-4BR,642.06,512.84,662.78,520.24,2857.9,1729.9,2953.2,1763.9
3693,KG,1,3-4BR,315.72,531.34,336.44,538.74,1356.7,1815,1452,1849
3693,KG,2,3-4BR,315.72,523.94,336.44,531.34,1356.7,1780.9,1452,1815
3693,KG,3,3-4BR,295,531.34,315.72,538.74,1261.4,1815,1356.7,1849
3693,KG,4,3-4BR,295,523.94,315.72,531.34,1261.4,1780.9,1356.7,1815
3713,KG,1,3-4BR,253.56,531.34,274.28,538.74,1070.8,1815,1166.1,1849
3713,KG,2,3-4BR,253.56,523.94,274.28,531.34,1070.8,1780.9,1166.1,1815
3713,KG,3,3-4BR,232.84,531.34,253.56,538.74,975.5,1815,1070.8,1849
3713,KG,4,3-4BR,232.84,523.94,253.56,531.34,975.5,1780.9,1070.8,1815
3721,KG,1,3-4BR,212.12,531.34,232.84,538.74,880.2,1815,975.5,1849
3721,KG,2,3-4BR,212.12,523.94,232.84,531.34,880.2,1780.9,975.5,1815
3721,KG,3,3-4BR,191.4,531.34,212.12,538.74,784.8,1815,880.2,1849
3721,KG,4,3-4BR,191.4,523.94,212.12,531.34,784.8,1780.9,880.2,1815
3725,KG,1,3-4BR,170.68,531.34,191.4,538.74,689.5,1815,784.8,1849
3725,KG,2,3-4BR,170.68,523.94,191.4,531.34,689.5,1780.9,784.8,1815
3725,KG,3,3-4BR,149.96,531.34,170.68,538.74,594.2,1815,689.5,1849
3725,KG,4,3-4BR,149.96,523.94,170.68,531.34,594.2,1780.9,689.5,1815
3733,KG,1,3-4BR,129.24,531.34,149.96,538.74,498.9,1815,594.2,1849
3733,KG,2,3-4BR,129.24,523.94,149.96,531.34,498.9,1780.9,594.2,1815
3733,KG,3,3-4BR,108.52,531.34,129.24,538.74,403.6,1815,498.9,1849
3733,KG,4,3-4BR,108.52,523.94,129.24,531.34,403.6,1780.9,498.9,1815
3587,LB,1,2BR,838.9,205.74,859.62,213.14,3763.3,317.2,3858.7,351.2
3587,LB,2,2BR,838.9,198.34,859.62,205.74,3763.3,283.2,3858.7,317.2
3587,LB,3,2BR,818.18,205.74,838.9,213.14,3668,317.2,3763.3,351.2
3587,LB,4,2BR,818.18,198.34,838.9,205.74,3668,283.2,3763.3,317.2
3592,LB,1,2BR,818.18,227.94,838.9,235.34,3668,419.3,3763.3,453.4
3592,LB,2,2BR,818.18,235.34,838.9,242.74,3668,453.4,3763.3,487.4
3592,LB,3,2BR,838.9,227.94,859.62,235.34,3763.3,419.3,3858.7,453.4
3592,LB,4,2BR,838.9,235.34,859.62,242.74,3763.3,453.4,3858.7,487.4
3598,LB,1,2BR,776.74,227.94,797.46,235.34,3477.4,419.3,3572.7,453.4
3598,LB,2,2BR,776.74,235.34,797.46,242.74,3477.4,453.4,3572.7,487.4
3598,LB,3,2BR,797.46,227.94,818.18,235.34,3572.7,419.3,3668,453.4
3598,LB,4,2BR,797.46,235.34,818.18,242.74,3572.7,453.4,3668,487.4
3599,LB,1,2BR,797.46,205.74,818.18,213.14,3572.7,317.2,3668,351.2
3599,LB,2,2BR,797.46,198.34,818.18,205.74,3572.7,283.2,3668,317.2
3599,LB,3,2BR,776.74,205.74,797.46,213.14,3477.4,317.2,3572.7,351.2
3599,LB,4,2BR,776.74,198.34,797.46,205.74,3477.4,283.2,3572.7,317.2
3604,LB,1,2BR,735.3,227.94,756.02,235.34,3286.8,419.3,3382.1,453.4
3604,LB,2,2BR,735.3,235.34,756.02,242.74,3286.8,453.4,3382.1,487.4
3604,LB,3,2BR,756.02,227.94,776.74,235.34,3382.1,419.3,3477.4,453.4
3604,LB,4,2BR,756.02,235.34,776.74,242.74,3382.1,453.4,3477.4,487.4
3605,LB,1,2BR,756.02,205.74,776.74,213.14,3382.1,317.2,3477.4,351.2
3605,LB,2,2BR,756.02,198.34,776.74,205.74,3382.1,283.2,3477.4,317.2
3605,LB,3,2BR,735.3,205.74,756.02,213.14,3286.8,317.2,3382.1,351.2
3605,LB,4,2BR,735.3,198.34,756.02,205.74,3286.8,283.2,3382.1,317.2
1711,LP,1,2BR,1123.8,179.84,1144.52,187.24,5073.9,198.1,5169.2,232.1
1711,LP,2,2BR,1103.08,179.84,1123.8,187.24,4978.6,198.1,5073.9,232.1
1711,LP,3,2BR,1123.8,187.24,1144.52,194.64,5073.9,232.1,5169.2,266.1
1711,LP,4,2BR,1103.08,187.24,1123.8,194.64,4978.6,232.1,5073.9,266.1
1717,LP,1,2BR,1123.8,194.64,1144.52,202.04,5073.9,266.1,5169.2,300.2
1717,LP,2,2BR,1103.08,194.64,1123.8,202.04,4978.6,266.1,5073.9,300.2
1717,LP,3,2BR,1123.8,202.04,1144.52,209.44,5073.9,300.2,5169.2,334.2
1717,LP,4,2BR,1103.08,202.04,1123.8,209.44,4978.6,300.2,5073.9,334.2
1727,LP,1,2BR,1123.8,231.64,1144.52,239.04,5073.9,436.3,5169.2,470.4
1727,LP,2,2BR,1103.08,231.64,1123.8,239.04,4978.6,436.3,5073.9,470.4
1727,LP,3,2BR,1123.8,239.04,1144.52,246.44,5073.9,470.4,5169.2,504.4
1727,LP,4,2BR,1103.08,239.04,1123.8,246.44,4978.6,470.4,5073.9,504.4
1735,LP,1,2BR,1123.8,246.44,1144.52,253.84,5073.9,504.4,5169.2,538.5
1735,LP,2,2BR,1103.08,246.44,1123.8,253.84,4978.6,504.4,5073.9,538.5
1735,LP,3,2BR,1123.8,253.84,1144.52,261.24,5073.9,538.5,5169.2,572.5
1735,LP,4,2BR,1103.08,253.84,1123.8,261.24,4978.6,538.5,5073.9,572.5
1745,LP,1,2BR,1123.8,283.44,1144.52,290.84,5073.9,674.6,5169.2,708.7
1745,LP,2,2BR,1103.08,283.44,1123.8,290.84,4978.6,674.6,5073.9,708.7
1745,LP,3,2BR,1123.8,290.84,1144.52,298.24,5073.9,708.7,5169.2,742.7
1745,LP,4,2BR,1103.08,290.84,1123.8,298.24,4978.6,708.7,5073.9,742.7
1753,LP,1,2BR,1123.8,298.24,1144.52,305.64,5073.9,742.7,5169.2,776.7
1753,LP,2,2BR,1103.08,298.24,1123.8,305.64,4978.6,742.7,5073.9,776.7
1753,LP,3,2BR,1123.8,305.64,1144.52,313.04,5073.9,776.7,5169.2,810.8
1753,LP,4,2BR,1103.08,305.64,1123.8,313.04,4978.6,776.7,5073.9,810.8
3547,MBP,1,2BR,1077.36,309.34,1098.08,316.74,4860.3,793.8,4955.6,827.8
3547,MBP,2,2BR,1077.36,301.94,1098.08,309.34,4860.3,759.7,4955.6,793.8
3547,MBP,3,2BR,1056.64,309.34,1077.36,316.74,4764.9,793.8,4860.3,827.8
3547,MBP,4,2BR,1056.64,301.94,1077.36,309.34,4764.9,759.7,4860.3,793.8
3557,MBP,1,2BR,1035.92,309.34,1056.64,316.74,4669.6,793.8,4764.9,827.8
3557,MBP,2,2BR,1035.92,301.94,1056.64,309.34,4669.6,759.7,4764.9,793.8
3557,MBP,3,2BR,1015.2,309.34,1035.92,316.74,4574.3,793.8,4669.6,827.8
3557,MBP,4,2BR,1015.2,301.94,1035.92,309.34,4574.3,759.7,4669.6,793.8
3567,MBP,1,2BR,994.48,309.34,1015.2,316.74,4479,793.8,4574.3,827.8
3567,MBP,2,2BR,994.48,301.94,1015.2,309.34,4479,759.7,4574.3,793.8
3567,MBP,3,2BR,973.76,309.34,994.48,316.74,4383.7,793.8,4479,827.8
3567,MBP,4,2BR,973.76,301.94,994.48,309.34,4383.7,759.7,4479,793.8
3589,MBP,1,2BR,839.08,309.34,859.8,316.74,3764.2,793.8,3859.5,827.8
3589,MBP,2,2BR,839.08,301.94,859.8,309.34,3764.2,759.7,3859.5,793.8
3589,MBP,3,2BR,818.36,309.34,839.08,316.74,3668.9,793.8,3764.2,827.8
3589,MBP,4,2BR,818.36,301.94,839.08,309.34,3668.9,759.7,3764.2,793.8
3595,MBP,1,2BR,797.64,309.34,818.36,316.74,3573.5,793.8,3668.9,827.8
3595,MBP,2,2BR,797.64,301.94,818.36,309.34,3573.5,759.7,3668.9,793.8
3595,MBP,3,2BR,776.92,309.34,797.64,316.74,3478.2,793.8,3573.5,827.8
3595,MBP,4,2BR,776.92,301.94,797.64,309.34,3478.2,759.7,3573.5,793.8
3607,MBP,1,2BR,756.2,309.34,776.92,316.74,3382.9,793.8,3478.2,827.8
3607,MBP,2,2BR,756.2,301.94,776.92,309.34,3382.9,759.7,3478.2,793.8
3607,MBP,3,2BR,735.48,309.34,756.2,316.74,3287.6,793.8,3382.9,827.8
3607,MBP,4,2BR,735.48,301.94,756.2,309.34,3287.6,759.7,3382.9,793.8
3631,MBP,1,2BR,600.8,309.34,621.52,316.74,2668.1,793.8,2763.4,827.8
3631,MBP,2,2BR,600.8,301.94,621.52,309.34,2668.1,759.7,2763.4,793.8
3631,MBP,3,2BR,580.08,309.34,600.8,316.74,2572.8,793.8,2668.1,827.8
3631,MBP,4,2BR,580.08,301.94,600.8,309.34,2572.8,759.7,2668.1,793.8
3639,MBP,1,2BR,559.36,309.34,580.08,316.74,2477.5,793.8,2572.8,827.8
3639,MBP,2,2BR,559.36,301.94,580.08,309.34,2477.5,759.7,2572.8,793.8
3639,MBP,3,2BR,538.64,309.34,559.36,316.74,2382.1,793.8,2477.5,827.8
3639,MBP,4,2BR,538.64,301.94,559.36,309.34,2382.1,759.7,2477.5,793.8
3645,MBP,1,2BR,517.92,309.34,538.64,316.74,2286.8,793.8,2382.1,827.8
3645,MBP,2,2BR,517.92,301.94,538.64,309.34,2286.8,759.7,2382.1,793.8
3645,MBP,3,2BR,497.2,309.34,517.92,316.74,2191.5,793.8,2286.8,827.8
3645,MBP,4,2BR,497.2,301.94,517.92,309.34,2191.5,759.7,2286.8,793.8
3548,MBR,1,2BR,1072.18,153.94,1092.9,161.34,4836.4,78.9,4931.7,113
3548,MBR,2,2BR,1072.18,146.54,1092.9,153.94,4836.4,44.9,4931.7,78.9
3548,MBR,3,2BR,1051.46,153.94,1072.18,161.34,4741.1,78.9,4836.4,113
3548,MBR,4,2BR,1051.46,146.54,1072.18,153.94,4741.1,44.9,4836.4,78.9
3554,MBR,1,2BR,1030.74,153.94,1051.46,161.34,4645.8,78.9,4741.1,113
3554,MBR,2,2BR,1030.74,146.54,1051.46,153.94,4645.8,44.9,4741.1,78.9
